GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,Template,0,61,0,0,0,9,0,3,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,ActiveDirectoryAccountControlEvaluator,0,22,0,0,0,6,0,5,0,5
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,UserContainsGroupsTemplate,0,3,0,0,0,1,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,GroupContainsUsersTemplate,0,6,0,0,0,3,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,Template.TemplateMapperImpl,120,699,108,108,32,205,108,5,0,5
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,Template.TemplateMapper,0,5,0,0,0,1,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,ActiveDirectoryTemplate,0,39,0,0,0,14,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,OpenLdapTemplate,0,18,0,0,0,7,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive.provider,NoAccountControlEvaluator,0,11,0,0,0,5,0,5,0,5
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptiveUserDetails,4,34,0,0,0,10,1,1,1,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptiveRememberMeTokenProvider.InvalidRememberMeTokenProvider,0,10,0,0,0,3,0,3,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptiveRememberMeTokenProvider,0,2,0,0,0,1,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptiveUserDetailsService,18,350,4,15,6,95,4,21,0,15
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptivePwdLastSetRememberMeTokenProvider,4,48,0,2,0,16,1,7,1,6
Spring Integration Security Ldaptive,org.bremersee.spring.security.core.userdetails.ldaptive,LdaptiveEvaluatedRememberMeTokenProvider,0,66,0,2,0,15,0,6,0,5
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveAuthenticationProperties.GroupFetchStrategy,0,21,0,0,0,4,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveAuthenticationProperties,30,0,0,0,8,0,4,0,4,0
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,UsernameToBindDnConverter.ByDomainEmail,0,70,0,2,0,17,0,8,0,7
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveAuthenticationProperties.WithDefaults,3,97,3,5,1,27,3,4,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveAuthenticationManager,19,394,7,41,5,100,6,37,0,19
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,EmailToUsernameResolverByLdapAttribute,1,142,5,11,0,33,5,10,0,7
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,ReactiveLdaptiveAuthenticationManager,0,4,0,0,0,2,0,1,0,1
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,UsernameToBindDnConverter.ByUserRdnAttribute,0,41,0,0,0,9,0,4,0,4
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveAuthenticationToken,4,80,0,0,1,19,1,10,1,10
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,UsernameToBindDnConverterProperty,0,31,0,0,0,7,0,3,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,AccountControlEvaluatorProperty,0,32,0,0,0,7,0,3,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveTokenBasedRememberMeServices,5,30,1,1,1,7,1,3,0,3
Spring Integration Security Ldaptive,org.bremersee.spring.security.authentication.ldaptive,LdaptiveRememberMeAuthenticationToken,24,11,0,0,6,3,6,1,6,1
